Mois,Qualité,Territoire,Attribut,Valeur
01/05/2018,Données définitives,Occitanie,Production thermique totale,0
01/05/2018,Données définitives,Occitanie,Production thermique fioul,0
01/05/2018,Données définitives,Occitanie,Production thermique gaz,0
01/05/2018,Données définitives,Occitanie,Production hydraulique,1478
01/05/2018,Données définitives,Occitanie,Production éolien,268
01/05/2018,Données définitives,Occitanie,Production solaire,221
01/05/2018,Données définitives,Occitanie,Production bioénergies,60
01/05/2018,Données définitives,Occitanie,Consommation totale,2705
01/05/2018,Données définitives,Occitanie,Solde exportateur,300
01/05/2018,Données définitives,Normandie,Production totale,4248
01/05/2018,Données définitives,Normandie,Production nucléaire,3820
01/05/2018,Données définitives,Normandie,Production thermique totale,284
01/05/2018,Données définitives,Normandie,Production thermique charbon,83
01/05/2018,Données définitives,Normandie,Production thermique fioul,31
01/05/2018,Données définitives,Normandie,Production thermique gaz,168
01/05/2018,Données définitives,Normandie,Production hydraulique,12
01/05/2018,Données définitives,Normandie,Production éolien,70
01/05/2018,Données définitives,Normandie,Production solaire,20
01/05/2018,Données définitives,Normandie,Production bioénergies,40
01/05/2018,Données définitives,Normandie,Consommation totale,1945
01/05/2018,Données définitives,Normandie,Solde exportateur,2302
01/05/2018,Données définitives,Hauts-de-France,Production totale,3243
01/05/2018,Données définitives,Hauts-de-France,Production nucléaire,2472
01/05/2018,Données définitives,Hauts-de-France,Production thermique totale,273
01/05/2018,Données définitives,Hauts-de-France,Production thermique charbon,0
01/05/2018,Données définitives,Hauts-de-France,Production thermique fioul,0
01/05/2018,Données définitives,Hauts-de-France,Production thermique gaz,273
01/05/2018,Données définitives,Hauts-de-France,Production hydraulique,1
01/05/2018,Données définitives,Hauts-de-France,Production éolien,385
01/05/2018,Données définitives,Hauts-de-France,Production solaire,19
01/05/2018,Données définitives,Hauts-de-France,Production bioénergies,91
01/05/2018,Données définitives,Hauts-de-France,Consommation totale,3683
01/05/2018,Données définitives,Hauts-de-France,Solde exportateur,-439
01/05/2018,Données définitives,PACA,Production totale,1624
01/05/2018,Données définitives,PACA,Production thermique totale,44
01/05/2018,Données définitives,PACA,Production thermique charbon,-2
01/05/2018,Données définitives,PACA,Production thermique fioul,6
01/05/2018,Données définitives,PACA,Production thermique gaz,40
01/05/2018,Données définitives,PACA,Production hydraulique,1324
01/05/2018,Données définitives,PACA,Production éolien,5
01/05/2018,Données définitives,PACA,Production solaire,159
01/05/2018,Données définitives,PACA,Production bioénergies,89
01/05/2018,Données définitives,PACA,Consommation totale,2869
01/05/2018,Données définitives,PACA,Solde exportateur,-1247
01/05/2018,Données définitives,Pays-de-la-Loire,Production totale,257
01/05/2018,Données définitives,Pays-de-la-Loire,Production thermique totale,61
01/05/2018,Données définitives,Pays-de-la-Loire,Production thermique charbon,53
01/05/2018,Données définitives,Pays-de-la-Loire,Production thermique fioul,8
01/05/2018,Données définitives,Pays-de-la-Loire,Production thermique gaz,-1
01/05/2018,Données définitives,Pays-de-la-Loire,Production hydraulique,2
01/05/2018,Données définitives,Pays-de-la-Loire,Production éolien,86
01/05/2018,Données définitives,Pays-de-la-Loire,Production solaire,71
01/05/2018,Données définitives,Pays-de-la-Loire,Production bioénergies,35
01/05/2018,Données définitives,Pays-de-la-Loire,Consommation totale,1915
01/05/2018,Données définitives,Pays-de-la-Loire,Solde exportateur,-1657
01/06/2018,Données définitives,Grand-Est,Production totale,8194
01/06/2018,Données définitives,Grand-Est,Production nucléaire,6816
01/06/2018,Données définitives,Grand-Est,Production thermique totale,125
01/06/2018,Données définitives,Grand-Est,Production thermique charbon,12
01/06/2018,Données définitives,Grand-Est,Production thermique fioul,1
01/06/2018,Données définitives,Grand-Est,Production thermique gaz,111
01/06/2018,Données définitives,Grand-Est,Production hydraulique,813
01/06/2018,Données définitives,Grand-Est,Production éolien,256
01/06/2018,Données définitives,Grand-Est,Production solaire,111
01/06/2018,Données définitives,Grand-Est,Production bioénergies,70
01/06/2018,Données définitives,Grand-Est,Consommation totale,3310
01/06/2018,Données définitives,Grand-Est,Solde exportateur,4821
01/06/2018,Données définitives,Nouvelle-Aquitaine,Production totale,3847
01/06/2018,Données définitives,Nouvelle-Aquitaine,Production nucléaire,2866
01/06/2018,Données définitives,Nouvelle-Aquitaine,Production thermique totale,16
01/06/2018,Données définitives,Nouvelle-Aquitaine,Production thermique fioul,0
01/06/2018,Données définitives,Nouvelle-Aquitaine,Production thermique gaz,16
01/06/2018,Données définitives,Nouvelle-Aquitaine,Production hydraulique,357
01/06/2018,Données définitives,Nouvelle-Aquitaine,Production éolien,109
01/06/2018,Données définitives,Nouvelle-Aquitaine,Production solaire,366
01/06/2018,Données définitives,Nouvelle-Aquitaine,Production bioénergies,131
01/06/2018,Données définitives,Nouvelle-Aquitaine,Consommation totale,2908
01/06/2018,Données définitives,Nouvelle-Aquitaine,Solde exportateur,939
01/06/2018,Données définitives,Auvergne-Rhône-Alpes,Production totale,9857
01/06/2018,Données définitives,Auvergne-Rhône-Alpes,Production nucléaire,6146
01/06/2018,Données définitives,Auvergne-Rhône-Alpes,Production thermique totale,14
01/06/2018,Données définitives,Auvergne-Rhône-Alpes,Production thermique charbon,5
01/06/2018,Données définitives,Auvergne-Rhône-Alpes,Production thermique fioul,7
01/06/2018,Données définitives,Auvergne-Rhône-Alpes,Production thermique gaz,1
01/06/2018,Données définitives,Auvergne-Rhône-Alpes,Production hydraulique,3417
01/06/2018,Données définitives,Auvergne-Rhône-Alpes,Production éolien,61
01/06/2018,Données définitives,Auvergne-Rhône-Alpes,Production solaire,134
01/06/2018,Données définitives,Auvergne-Rhône-Alpes,Production bioénergies,82
01/06/2018,Données définitives,Auvergne-Rhône-Alpes,Consommation totale,4719
01/06/2018,Données définitives,Auvergne-Rhône-Alpes,Solde exportateur,4873
01/06/2018,Données définitives,Bourgogne-Franche-Comté,Production totale,206
01/06/2018,Données définitives,Bourgogne-Franche-Comté,Production thermique totale,18
01/06/2018,Données définitives,Bourgogne-Franche-Comté,Production thermique fioul,0
01/06/2018,Données définitives,Bourgogne-Franche-Comté,Production thermique gaz,18
01/06/2018,Données définitives,Bourgogne-Franche-Comté,Production hydraulique,61
01/06/2018,Données définitives,Bourgogne-Franche-Comté,Production éolien,66
01/06/2018,Données définitives,Bourgogne-Franche-Comté,Production solaire,39
01/06/2018,Données définitives,Bourgogne-Franche-Comté,Production bioénergies,21
01/06/2018,Données définitives,Bourgogne-Franche-Comté,Consommation totale,1490
01/06/2018,Données définitives,Bourgogne-Franche-Comté,Solde exportateur,-1286
01/06/2018,Données définitives,Bretagne,Production totale,188
01/06/2018,Données définitives,Bretagne,Production thermique totale,2
01/06/2018,Données définitives,Bretagne,Production thermique fioul,2
01/06/2018,Données définitives,Bretagne,Production thermique gaz,0
01/06/2018,Données définitives,Bretagne,Production hydraulique,43
01/06/2018,Données définitives,Bretagne,Production éolien,83
01/06/2018,Données définitives,Bretagne,Production solaire,27
01/06/2018,Données définitives,Bretagne,Production bioénergies,31
01/06/2018,Données définitives,Bretagne,Consommation totale,1444
01/06/2018,Données définitives,Bretagne,Solde exportateur,-1260
01/06/2018,Données définitives,Centre-Val de Loire,Production totale,5889
01/06/2018,Données définitives,Centre-Val de Loire,Production nucléaire,5695
01/06/2018,Données définitives,Centre-Val de Loire,Production thermique totale,0
01/06/2018,Données définitives,Centre-Val de Loire,Production thermique fioul,0
01/06/2018,Données définitives,Centre-Val de Loire,Production thermique gaz,0
01/06/2018,Données définitives,Centre-Val de Loire,Production hydraulique,12
01/06/2018,Données définitives,Centre-Val de Loire,Production éolien,102
01/06/2018,Données définitives,Centre-Val de Loire,Production solaire,38
01/06/2018,Données définitives,Centre-Val de Loire,Production bioénergies,40
01/06/2018,Données définitives,Centre-Val de Loire,Consommation totale,1228
01/06/2018,Données définitives,Centre-Val de Loire,Solde exportateur,4661
01/06/2018,Données définitives,France,Production totale,40737
01/06/2018,Données définitives,France,Production nucléaire,28624
01/06/2018,Données définitives,France,Production thermique totale,1108
01/06/2018,Données définitives,France,Production thermique charbon,272
01/06/2018,Données définitives,France,Production thermique fioul,115
01/06/2018,Données définitives,France,Production thermique gaz,721
01/06/2018,Données définitives,France,Production hydraulique,7584
01/06/2018,Données définitives,France,Production éolien,1372
01/06/2018,Données définitives,France,Production solaire,1316
01/06/2018,Données définitives,France,Production bioénergies,730
01/06/2018,Données définitives,France,Consommation totale,32614
01/06/2018,Données définitives,France,Solde exportateur,7357
01/06/2018,Données définitives,France,Echanges export,8507
01/06/2018,Données définitives,France,Echanges import,1150
01/06/2018,Données définitives,France,Echanges avec le Royaume-Uni,1057
01/06/2018,Données définitives,France,Echanges avec l'Espagne,1568
01/06/2018,Données définitives,France,Echanges avec l'Italie,1731
01/06/2018,Données définitives,France,Echanges avec la Suisse,440
01/06/2018,Données définitives,France,Echanges avec l'Allemagne et la Belgique,2559
01/06/2018,Données définitives,Ile-de-France,Production totale,128
01/06/2018,Données définitives,Ile-de-France,Production thermique totale,2
01/06/2018,Données définitives,Ile-de-France,Production thermique charbon,0
01/06/2018,Données définitives,Ile-de-France,Production thermique fioul,2
01/06/2018,Données définitives,Ile-de-France,Production thermique gaz,0
01/06/2018,Données définitives,Ile-de-France,Production hydraulique,5
01/06/2018,Données définitives,Ile-de-France,Production éolien,5
01/06/2018,Données définitives,Ile-de-France,Production solaire,10
01/06/2018,Données définitives,Ile-de-France,Production bioénergies,102
01/06/2018,Données définitives,Ile-de-France,Consommation totale,4766
01/06/2018,Données définitives,Ile-de-France,Solde exportateur,-4638
01/06/2018,Données définitives,Occitanie,Production totale,2693
01/06/2018,Données définitives,Occitanie,Production nucléaire,672
01/06/2018,Données définitives,Occitanie,Production thermique totale,0
01/06/2018,Données définitives,Occitanie,Production thermique fioul,0
01/06/2018,Données définitives,Occitanie,Production thermique gaz,0
01/06/2018,Données définitives,Occitanie,Production hydraulique,1507
01/06/2018,Données définitives,Occitanie,Production éolien,189
01/06/2018,Données définitives,Occitanie,Production solaire,272
01/06/2018,Données définitives,Occitanie,Production bioénergies,50
01/06/2018,Données définitives,Occitanie,Consommation totale,2544
01/06/2018,Données définitives,Occitanie,Solde exportateur,-46
01/06/2018,Données définitives,Normandie,Production totale,4671
01/06/2018,Données définitives,Normandie,Production nucléaire,4190
01/06/2018,Données définitives,Normandie,Production thermique totale,355
01/06/2018,Données définitives,Normandie,Production thermique charbon,224
01/06/2018,Données définitives,Normandie,Production thermique fioul,22
